Frequency (kHz),Shot noise measurement (dB),Total measured noise (dB),Total budgeted noise (dB),Shot noise average (dB)
56.96,-0.023317177357570558,-0.08620226095004839,-0.11342696339817263,0.0
57.088,-0.03612425991587162,-0.09571027495371669,-0.2779074034395084,0.0
57.216,0.010720085330243479,-0.15181448154105162,-0.32659030456811766,0.0
57.344,0.010128987607198485,-0.2724835488482083,-0.2767342035471231,0.0
57.472,0.007649140367454461,-0.27536341151730565,-0.3087357041243683,0.0
57.6,0.024472348885511107,-0.23714052168409322,-0.2986185603494424,0.0
57.728,0.02860177274710961,-0.300635744812302,-0.33692970118316945,0.0
57.856,-0.0032802261824345256,-0.33478689369420134,-0.3576143927968947,0.0
57.984,0.03192022187120244,-0.21707461706051978,-0.34615173336030725,0.0
58.112,0.0015740222854115807,-0.1862424464728009,-0.2871231756058926,0.0
58.24,5.622468489738773e-07,-0.116509880126341,-0.23703705488425603,0.0
58.368,0.016537020494771282,-0.12430113964920042,-0.17843857198585716,0.0
58.496,0.0028712743776395325,-0.21192486890774823,-0.2025744566369948,0.0
58.624,-0.016050046270107206,0.013933364240094046,-0.37171739093626976,0.0
58.752,0.04714988758523174,0.7483297443059864,0.012114204902694586,0.0
58.88,0.02595971211797212,0.22682250573405854,-0.2714564557578535,0.0
59.008,0.01634683898492912,-0.06136837801479143,-0.16202359740554023,0.0
59.136,-0.018443988077236274,-0.19295605436322996,-0.23900474136356378,0.0
59.264,-0.019082285709920835,-0.2232073101097386,-0.2030233939892946,0.0
59.392,-0.017661200591869635,-0.162181407444496,-0.18634911172226426,0.0
59.52,-0.0335687212597374,-0.09595814675180167,-0.1243560837690929,0.0
59.648,-0.02111408578167557,0.014811015142806095,-0.10947158471246653,0.0
59.776,0.16746591212005224,0.0283242906001367,-0.16064164364955041,0.0
59.904,0.07345254897807195,0.2177247412672974,0.06486589001748072,0.0
60.032000000000004,0.006180585247626651,0.07343371408423073,-0.00938835428539311,0.0
60.160000000000004,-0.035848287509993,-0.05097352949522732,-0.1152103300908763,0.0
60.288000000000004,-0.01303610491345919,0.00848828797167688,-0.01081184620025939,0.0
60.416000000000004,0.021534161665616926,0.004673219389036697,-0.04092156137291802,0.0
60.544000000000004,-0.028972074942622484,0.07942232905794709,-0.05541780993051594,0.0
60.672000000000004,-0.012502278386253257,0.06975247414056854,-0.031021944174613063,0.0
60.800000000000004,0.0021746040640396847,0.05285280732245992,-0.005586697714488165,0.0
60.928000000000004,0.0878246094864257,0.027714272029761688,-0.03047015779730502,0.0
61.056000000000004,0.07325242614258111,0.07127802610309006,0.022952469139711672,0.0
61.184000000000005,0.02216356085085153,0.05715393012231104,0.002248211470638248,0.0
61.312000000000005,-0.011557759268144884,0.03370314281493868,-0.016925640558082492,0.0
61.44,-0.03344477768223712,0.023059917084360913,-0.03404489838295712,0.0
61.568,-0.027532102252733077,0.14299429464477129,-0.011029101645087656,0.0
61.696,-0.037659851827571596,0.2199080553599157,0.05633459008337769,0.0
61.824,0.00608508497985875,0.19949013283628486,0.10568093156798729,0.0
61.952,-0.008696891365213587,0.3089718579280174,0.04709869172776202,0.0
62.08,-0.027856641015250566,0.3139690614189134,0.05320131174401138,0.0
62.208,0.013142157947702297,0.1798823216159909,0.10648527649422654,0.0
62.336,0.07926057656745596,0.1940638233976824,0.17690281360436125,0.0
62.464,0.06975247414056827,0.27559346039870375,0.1148134107117415,0.0
62.592,0.09291716541579738,0.29977856839398304,0.1917432762872848,0.0
62.72,0.04531953265859639,0.33348191294849566,0.1985730905663901,0.0
62.848,-0.005549480310348296,0.42157268599347364,0.13775600040654754,0.0
62.976,-0.018310147831136676,0.29782345340720373,0.1932622471695705,0.0
63.104,-0.0062652408797564665,0.2998835093201514,0.24861750958425738,0.0
63.232,-0.0061220840472183844,0.5656818422518333,0.33696110133612955,0.0
63.36,-0.01768023410119448,0.9075361666870301,0.4264849019856832,0.0
63.488,-0.02777982248796692,0.5741697303147301,0.3222416927483382,0.0
63.616,0.021305600908705882,0.3563222051147087,0.3211545298238534,0.0
63.744,0.002508704211350939,0.477925371599956,0.433853695103898,0.0
63.872,0.040408142780038694,0.8980566821960024,0.6677064879148034,0.0
64.0,0.020256275895668596,1.3183978496852684,1.1071220577372127,0.0
64.128,-0.008715905241035446,0.9494881531568884,0.7409576049493815,0.0
64.256,0.040265159950106176,1.0301687791836973,0.8228413941794742,0.0
64.384,0.12949990295283023,1.6601857469058448,1.4684980146446494,0.0
64.512,0.010252902097227116,2.5180634382032547,2.3912709860869983,0.0
64.64,-0.05744890935787963,3.4086040494484733,3.4773873499061803,0.0
64.768,-0.03669709456122452,4.309292275997506,4.4685201488897865,0.0
64.896,0.002413756986373158,4.4598586056979155,4.637874005783368,0.0
65.024,0.10971158750129822,3.5421371241613326,3.670059261949596,0.0
65.152,0.014601240345254486,2.4194536031136638,2.402586230819226,0.0
65.28,0.004091796258393335,1.5808488269881211,1.4395411688159379,0.0
65.408,0.028143242032534176,1.1186319862414111,0.8883516837674004,0.0
65.536,0.022574451610887496,1.1004261091880123,0.8752254080348353,0.0
65.664,0.003719783695481693,1.0270793542491083,0.8608728043972248,0.0
65.792,-0.001449101331010363,0.8733563423541237,0.7257521080401546,0.0
65.92,-0.014209092915341642,0.7733925685597459,0.577703158285165,0.0
66.048,0.015583701204816808,0.7898624842415278,0.5621408629615006,0.0
66.176,-0.0009723834551008887,0.8646396050488752,0.6547083045611215,0.0
66.304,-0.028285408064690876,0.8191494115173376,0.6014801284593709,0.0
66.432,-0.013293518515573408,0.7877831571527926,0.6487210648033583,0.0
66.56,-0.00858280898434296,0.7940868201857134,0.6284913627474166,0.0
66.688,0.0013449356859131744,0.7974914529331133,0.6648900254219031,0.0
66.816,0.004377766376119593,0.7238109937542513,0.6023396947119742,0.0
66.944,-0.01100441031818946,0.6435013113373066,0.5294717202463375,0.0
67.072,-0.06306568968979842,0.6892400753858019,0.5716191128829625,0.0
67.2,-0.041074178310589016,0.8284288398742561,0.6321573012242954,0.0
67.328,-0.007323843053745033,0.8354956728240349,0.6283354469262747,0.0
67.456,-0.005474046739940685,0.8740241036204961,0.6765867687316972,0.0
67.584,0.0020220887121777976,0.7859234832001141,0.6215088706759586,0.0
